,valence,text,,,,,
20113,,"Snart , i maj , har Kommissionen til hensigt at fremlægge en meddelelse om udviklingen af den rolle , som menneskerettighederne og demokratiseringen spiller i Den Europæiske Unions udenrigsanliggender .",,,,,
20114,,"Jeg vil benytte lejligheden til at bede Kommissionen om at være meget opmærksom på dette behov for koordinering , som jeg netop har omtalt , og om at finde nye formler , der gør det muligt at forstærke den rolle , som Den Europæiske Union spiller i menneskerettighedssager , og især gennem Europa-Parlamentet , i særdeleshed set fra et samhørighedssynspunkt , idet man også skal anerkende nogle tredjelandes gode vilje til at medtage den demokratiske klausul .",,,,,
20115,,"Jeg mener , det burde afspejles i alle henseender - og jeg henviser også helt specielt til budgettet .",,,,,
20116,,"Endelig skal jeg ikke undlade at anerkende de store bidrag , som det sociale samfund kan komme med til dette område , lige som den ofte undervurderede rolle , som spilles af de talrige ngo ' er , der arbejder på området .",,,,,
20117,,"Den Europæiske Union bør bestræbe sig på at give dem al den nødvendige støtte , således at de kan gennemføre deres vigtige arbejde .",,,,,
20118,,"Hr. formand , ærede kommissærer , når Parlamentet skal udtale sig om menneskerettighedsspørgsmålet , løber det en alvorlig risiko , der , om De vil , også understreges af den situation , vi drøfter dette så vigtige emne i .",,,,,
20119,,"Rådets og næsten alle parlamentsmedlemmernes fravær viser , at der stadig er stor forskel mellem de fine , ædle og nyttige erklæringer på det formelle plan og den konkrete anvendelse af menneskerettighederne i dagligdags politik .",,,,,
20120,,"Parlamentet skal efter min mening udligne denne forskel - ikke mindst med det bidrag , EU skal give på mødet i Genève - og det skal ikke kun give et bidrag i form af principerklæringer , men også i form af ærlighed og sågar loyalitet .",,,,,
20121,,Menneskerettigheder skal ikke længere blot være forbundet med fordømmelse eller straf .,,,,,
20122,,"Som Parlament skal vi først og fremmest tage menneskerettighedsspørgsmålet op , når det gælder forebyggelse .",,,,,
20123,,"Vi skal i den henseende være i stand til at eksportere en kultur , der bygger på lov og ret , og hvor retten er en nødvendighed .",,,,,
20124,,"Jeg tror , at vi endelig er ovre den lange periode med stakkevis af traktater og underskrifter på traktater .",,,,,
20125,,Vi har i dag mange - og måske alt for mange - traktater om menneskerettighedsspørgsmålet .,,,,,
20126,,"Hvis disse traktater forbliver rene erklæringer , er de nyttesløse .",,,,,
20127,,"Vi skal i dag gå ind i den efterfølgende og nødvendige fase , nemlig en daglig og ufravigelig anvendelse af det , der står i vores traktater , selvom vi ikke må glemme , at visse grundlæggende traktater stadig mangler at blive implementeret .",,,,,
20128,,"Her tænker jeg på Rom-konferencen og på det faktum , at 14 ud af de 15 EU-lande endnu ikke har ratificeret traktaten om Den Internationale Straffedomstol .",,,,,
20129,,"Jeg tror , at vi skal gennemgå og ændre nogle af de politiske instrumenter , som vi måler menneskerettighedernes overholdelse i verden ud fra .",,,,,
20130,,"Vi har ofte benyttet nogle instrumenter , der måske er udmærkede på det formelle plan , men som på det politiske plan er fuldstændigt uhensigtsmæssige .",,,,,
20131,,"Her tænker jeg på , at embargo ofte er blevet brugt - og misbrugt - i senere år , og på den alt for forsigtige anvendelse af bestemmelsen om ophævelse af aftalerne mellem EU og tredjelande , såfremt man i disse lande krænker menneskerettighederne .",,,,,
20132,,"Jeg tror , at vi først og fremmest skal ajourføre perspektiverne for beskyttelsen af menneskerettighederne .",,,,,
20133,,Globaliseringen risikerer især at få en skadevirkning .,,,,,
20134,,"Som det er nu , sættes der i mange lande spørgsmålstegn ved princippet om menneskerettighedernes almengyldighed .",,,,,
20135,,"Man har den opfattelse , at mange menneskerettigheder og retten til livet - der nægtes med dødsstraffen - er afhængige variabler , mens globaliseringen , der oftes forstås som noget skadeligt , rent faktisk risikerer at blive det eneste net , der holder sammen på alle landes rettigheder , aktioner og politikker .",,,,,
20136,,"Vi skal derfor ajourføre vores aktionsområde , når det gælder indsatsen for at beskytte menneskerettighederne .",,,,,
20137,,"Her tænker jeg på de sociale rettigheder , arbejdstagernes rettigheder , arbejdskvaliteten og nødvendigheden af at kræve en overholdelse af alle de kriterier , Den Internationale Arbejdsorganisation har opstillet , sådan som det er nødvendigt .",,,,,
20138,,"Jeg tænker ligeledes på retten til tolerance og retten til respekt , som er en ret , alle minoriteter har , navnlig inden for EU .",,,,,
20139,,"Og jeg tænker på retten til udvikling , der gælder for befolkningerne , som selv består af en gruppe individer .",,,,,
20140,,"Hvert individ har i den befolkning , det er en del af , ret til udvikling og til en fremtid med håb og vækst .",,,,,
20141,,"Alt dette hører efter min mening med til de betragtninger , den debat og det bidrag , EU skal komme med , når det gælder menneskerettighederne .",,,,,
20142,,"Jeg håber , at Europa-Parlamentets deltagelse i mødet i Genève ikke blot bliver en lejlighed til at være repræsenteret , og at Parlamentet ikke kun vil lytte og komme med vidnesbyrd , men først og fremmest slå fast , at menneskerettighedsdimensionen er den centrale dimension for os , som EU ' s og den europæiske nations identitet er baseret på , også ved at stadfæste princippet om menneskerettighedernes almengyldighed , der er uafhængig af tid og sted .",,,,,
20143,,"Dette håber vi på , og det er den stærke opfordring , vi gerne vil rette til vores regeringer , også ud over de almindelige høflighedsytringer .",,,,,
20144,,"Hr. formand , selvom salen er ret tom for øjeblikket , har Parlamentet en meget høj profil , hvad angår området menneskerettigheder .",,,,,
20145,,"Her i Europa-Parlamentet har vi givet udtryk for vores bekymring og fordømt regimer , som undertrykker , torturerer , henretter og diskriminerer sine medborgere .",,,,,
20146,,Dette engagement skaber uro og gør indtryk .,,,,,
20147,,Det har vi set bevis på flere gange .,,,,,
20148,,For to uger siden modtog jeg et brev fra den kinesiske ambassade i Bruxelles .,,,,,
20149,,"Heri gav man udtryk for sin bestyrtelse over , at vi i Parlamentet har fordømt Kina , og brugte 10 sider på at forklare , at vores kritik er baseret på en misforståelse .",,,,,
20150,,"Dette brev er bare et eksempel på , at det , vi gør , ikke bliver ignoreret , men at omverdenen derimod følger det med stor opmærksomhed .",,,,,
20151,,"Det er godt og viser , hvilken vigtig meningsdannende rolle Europa-Parlamentet har .",,,,,
20152,,EU ' s rolle er vigtig .,,,,,
20153,,"Derfor skal vi have en konsekvent , entydig og samhørig menneskerettighedspolitik .",,,,,
20154,,"Nu er der , på trods af brevet fra den kinesiske ambassade , virkelig grund til at være bekymret over udviklingen i Kina .",,,,,
20155,,Dette anliggende vil sammen med mange andre blive diskuteret på mødet i Genève om et par uger .,,,,,
20156,,"Vi fra Den Liberale Gruppe presser virkelig på for , at EU skal holde fanen højt , og handler tydeligt i dette tilfælde .",,,,,
20157,,"Jeg glædede mig over kommissær Pattens indlæg om Kina , men blev lidt bekymret , da jeg hørte rådsformandens tvivlende ord .",,,,,
20158,,"En stærk beslutning om Kina kunne være en vigtig markering over for et land , hvor der forekommer systematiske overtrædelser af menneskerettighederne .",,,,,
20159,,"Medlemmer af den åndelige , helt fredelige , men nu forbudte bevægelse Falun Gong er igen blevet udsat for massearrestationer .",,,,,
20160,,"Vi får underretning om tortur , isolering og tilmed henrettelser .",,,,,
20161,,Der idømmes årelange fængselsdomme uden rettergang .,,,,,
20162,,Gruppemedlemmer i hundredvis sendes til lejre til omprogrammering .,,,,,
20163,,Det er helt uacceptabelt .,,,,,
20164,,Der forekommer også chikaneri mod andre grupper såsom protestanter og katolikker .,,,,,
20165,,"Kina påstår , at det respekterer religionsfriheden , men alt for mange tilfælde af vold og chikaneri mod religiøse ledere tyder på det modsatte .",,,,,
20166,,"Der er heller ingen tegn på , at situationen i Tibet forbedres .",,,,,
20167,,"Der kommer stadig alarmerende rapporter om tortur , fængslinger og chikaneri derfra .",,,,,
20168,,De grundlæggende rettigheder respekteres ikke i Kina .,,,,,
20169,,"Det gør ytringsfriheden , forsamlingsfriheden og organisationsfriheden heller ikke .",,,,,
20170,,Nu kan man heller ikke informere frit .,,,,,
20171,,Kina har i de seneste uger gjort alt for at stoppe adgangen til Internettet og for at forhindre sine medborgere i at kommunikere og få information fra andre lande via Internettet og e-mail .,,,,,
20172,,"Alt dette viser , at situationen er bekymrende , og der findes selvfølgelig flere strategier , når der skal handles .",,,,,
20173,,"Bilaterale dialoger er én måde , men de er ikke nok .",,,,,
20174,,"Man skal ikke lade sig snyde af , at Kina i sidste øjeblik foretager en symbolsk handling for at give indtryk af , at der sker forbedringer .",,,,,
20175,,"Mødet i Genève er en vigtig lejlighed for omverdenen til at fortælle Kina , at systematiske krænkelser af menneskerettigheder ikke er acceptable .",,,,,
20176,,"Hr. formand , et af de befriende træk ved dette Parlament er , at man her praktiserer en konsekvent og aktiv menneskerettighedspolitik , holder fanen højt , som Malmström udtrykte det .",,,,,
20177,,"På samme tid lukker vi dog øjnene for Unionens egne problemer : volden , uligheder , den fjerde verdens virkelighed som en del af EU ' s hverdag .",,,,,
20178,,"Det er ganske rigtigt , at vi er meget opmærksomme på de menneskerettighedskrænkelser , som man vil diskutere i Genève .",,,,,
20179,,"Den retorik , som vi anvender , indeholder imidlertid ofte en selvtilfredshed , som tangerer den nordamerikanske menneskeretsnarcissisme .",,,,,
20180,,"Det er direkte hyklerisk at fordømme selv grove tilfælde af menneskeretsforbrydelser i tredjelande , hvis ikke vi er parate til at række en hjælpende hånd til de reelle flygtninge og asylansøgere , hvis situation i EU nu er ved at tilspidses .",,,,,
20181,,"Jeg vil særlig rette opmærksomheden mod Genève-konvensionens risikable aftalepraksis om tilbagevenden , re-admission clauses , som man burde forkaste .",,,,,
20182,,"Hvis ikke vi kan overholde det høje menneskerettighedsniveau for flygtninge og asylansøgere , lever vi ikke op til de europæiske værdier , der ifølge Vaclev Havel , som talte her i dag , udgør den europæiske identitet , og hvoraf han særligt fremhævede respekten for menneskerettighederne og solidariteten .",,,,,
20183,,"Jeg arbejdede i nogle år i Sydafrikas Sandheds- og Forsoningskommission , og det var slående at se , hvordan en nation under vanskelige forhold stræbte efter at blive en mere åben , pluralistisk , demokratisk nation af europæisk tilsnit .",,,,,
20184,,"Jeg er alvorlig bange for , at vi nu bevæger os i den modsatte retning hen imod europæisk indelukkethed og apartheid .",,,,,
20185,,"Hr. formand , hr. kommissær , hr. formand for Rådet , jeg mener bestemt ikke , at vi i år i Genève skal beskæftige os med dødsstraffen .",,,,,
20186,,Vi har allerede vedtaget tre resolutioner i Genève om dødsstraffen .,,,,,
20187,,"Vi fejlede på generalforsamlingen sidste år på grund af et lumsk påskud , artikel 2 , stk .",,,,,
20188,,"7 , som vi i øvrigt stille og roligt vedtager med hensyn til de andre tekster .",,,,,
20189,,Så spørgsmålet om dødsstraffen bør tages op på generalforsamlingen i år og absolut ikke på mødet i Genève .,,,,,
20190,,Det altafgørende punkt - hr .,,,,,
20191,,"Patten bemærkede dette , og jeg takker ham for hans synspunker - er Kina .",,,,,
20192,,"Desværre er der kun en papirtynd forskel mellem Kommissionens og Rådets holdninger , eller i hvert fald formandskabets , og jeg mener , at dette er alvorligt især med henblik på de stærke holdninger , Rådet indtog med hensyn til Østrig .",,,,,
20193,,"Min holdning er , at hvad angår Kina - og i betragtning af Den Europæiske Unions totale fiasko over for Kina - har den såkaldte konstruktive dialog intet givet , eller hvad værre er , den har givet Kina nye argumenter for at øge undertrykkelsen , for at øge den religiøse undertrykkelse og undertrykkelsen af friheden ( fru Wallström sagde dette på Internettet ) på alle områder , i Tibet , i det indre Mongoliet eller i det østlige Turkistan .",,,,,
20194,,"Der er ikke et område i det kinesiske civile samfund , hvor vi ikke ser tilbageskridt .",,,,,
20195,,"Det er et klart faktum , at Kina er den store trussel mod os - og vi må møde den ansigt til ansigt - og mod freden .",,,,,
20196,,"Det er et antidemokratisk mønstersamfund , og De ved lige så godt som jeg , at kineserne - de kinesiske ledere - først og fremmest er kommunister og dernæst kinesere .",,,,,
20197,,Kina elsker at tale med to tunger .,,,,,
20198,,"Så længe vi ikke står fast , kan vi intet opnå fra de kinesiske ledere .",,,,,
20199,,"Jeg mener , at man nu må gribe lejligheden .",,,,,
20200,,Vi må stå sammen om det amerikanske initiativ .,,,,,
20201,,"Vi må udarbejde en streng tekst , og vi må vedtage den .",,,,,
20202,,Vi må arbejde .,,,,,
20203,,Vores 15 medlemslande må fra nu af arbejde sammen med resten af medlemslandene i FN for langt om længe at fremsætte en hård fordømmelse og for dernæst på grundlag heraf at åbne op for en dialog .,,,,,
20204,,"Hr. formand , jeg vil gerne forsøge at anlægge et nyt perspektiv .",,,,,
20205,,"Som De ved , gik et ubemandet rumfartøj i mandags i kredsløb om en jordnøddeformet asteroide ved navn Eros , der ikke befinder sig særlig langt fra jorden .",,,,,
20206,,"Fotografier viser , at der ikke findes liv på asteroiden , men meget længere væk i vores galakse , Mælkevejen , findes der omkring 300 milliarder stjerner , og mange af disse har planeter .",,,,,
20207,,På den anden side af mælkevejen findes der 300 milliarder andre galakser med utallige stjerner og planeter .,,,,,
20208,,"Derfor er det sandsynligt , at der findes meget liv derude , og at meget af det er mere avanceret , end vi er .",,,,,
20209,,"Hvis vi husker på , at de første fjernsynsprogrammer fra jorden nu befinder sig 50 lysår ude i rummet , langt forbi de nærmeste stjerner , så prøv engang at forestil Dem , hvad de levende væsener derude på stjernerne tænker , når de ser på os .",,,,,
20210,,Hvad ser de ?,,,,,
20211,,"De ser en smuk planet fyldt med liv , men de ser også , at atmosfæren forurenes og opvarmes .",,,,,
20212,,"De ser skove , der fældes , og ørkener , der tager over .",,,,,
20213,,"Blandt de levende væsener kan de se mange dyr , der behandles grusomt , og sjældne arter , der udryddes for altid .",,,,,
20214,,"Hvordan opfatter de den art , der i øjeblikket dominerer jorden - det vil sige os ?",,,,,
20215,,"De ser , at planetens ressourcer er ulige fordelt .",,,,,
20216,,"De ser , at man kæmper om jorden , at der findes medicin til sygdomsbekæmpelse - blot ikke hvor behovet herfor er størst - og at der findes skolebøger - men ikke til alle de mindst udviklede områder i verden .",,,,,
20217,,50 % af verdens befolkning taler ikke på noget tidspunkt i deres liv i telefon .,,,,,
20218,,Hvordan ser de forholdet mellem mennesker ?,,,,,
20219,,"De ser , at vi dræber hinanden .",,,,,
20220,,"De ser , at vi begrænser hinandens friheder .",,,,,
20221,,De ser en uendelig række af lokale krige .,,,,,
20222,,"De ser , at nogle af vores børn indkaldes til militærtjeneste eller behandles som prostituerede eller slaver .",,,,,
20223,,"De ser ulige behandling af mænd og kvinder , af mennesker af forskellig alder , af minoriteter , af folk med forskellige hudfarver , af racer , af trossamfund , af immigranter og selv af naboer .",,,,,
20224,,Vi kender alle billedet .,,,,,
20225,,"For 50 år siden udarbejdede De Forenede Nationer en menneskerettighedskonvention , der skulle forsøge at rette op på disse forhold .",,,,,
20226,,"Vi bør glæde os over den - og det tror jeg , at vi gør .",,,,,
20227,,Kun i Europa kan menneskerettighederne gennemtvinges ved lov .,,,,,
20228,,"Nogle af medlemmerne af Europa-Parlamentet ønsker ikke gøre et charter for rettigheder gennemtvingeligt , hvilket diskuteres i øjeblikket .",,,,,
20229,,"Jeg siger , at de skal skamme sig !",,,,,
20230,,Menneskerettigheder bør have retsgyldighed i alle verdens lande .,,,,,
20231,,"Det er det mål , vi skal arbejde hen imod .",,,,,
20232,,Som hr .,,,,,
20233,,"Patten sagde , er der endnu meget at gøre .",,,,,
20234,,"Endelig , hvis De spurgte mig : Hvad nu , hvis der ikke findes liv derude blandt stjernerne , hvad nu , hvis vi er alene ?",,,,,
20235,,"Det er en respektindgydende tanke , og jeg ville svare : Synes De ikke , at vi også har et ansvar for at få vores børn til at opføre sig ordentligt , inden vi lader dem befolke andre planeter ?",,,,,
20236,,"Hr. formand , menneskerettigheder er universelle , udelelige , indbyrdes sammenhængende og sammenflettede .",,,,,
20237,,"Dette berømte slogan , som er baseret på konklusionerne af FN ' s verdenskonference om menneskerettigheder i 1993 , kan mange sige udenad .",,,,,
20238,,Det er flot .,,,,,
20239,,Men hvordan står det til med menneskerettighedspolitikken i EU selv ?,,,,,
20240,,Afspejles deri denne opfattelse af sammenhæng ?,,,,,
20241,,Har Den Europæiske Union egentlig en menneskerettighedspolitik ?,,,,,
20242,,"Med dette spørgsmål sigter jeg ikke til den umage , som det koster medlemsstaterne at tilpasse deres holdninger til udenrigspolitikken til hinanden og indtage samme holdning til krænkelser af menneskerettighederne andre steder , f.eks. i Kina .",,,,,
20243,,"Nej , hr. formand , jeg sigter til den manglende menneskerettighedspolitik inden for selve Den Europæiske Union .",,,,,
20244,,"I Østrig er der dannet en ny regering , hvori et politisk parti deltager , som hele tiden har agiteret for racisme og intolerance over for mindretal .",,,,,
20245,,"Her truer således en fare for menneskerettighederne , som EU betragter som overordentlig vigtige , men reaktionerne på disse begivenheder har gjort det klart , at der mangler sammenhængende rammer , inden for hvilke en passende reaktion kan formuleres .",,,,,
20246,,"Den overalt citerede artikel 7 i traktaten , som omtaler suspension af en medlemsstats medlemsrettigheder , hvor der er konstateret alvorlige og vedvarende krænkelser af menneskerettighederne , er naturligvis kun et skrapt middel , et ultimum remedium , som i Østrigs tilfælde kun citeres i mangel af bedre og som en advarsel .",,,,,
20247,,"Der er derfor behov for en fuldgyldig menneskerettighedspolitik inden for Den Europæiske Union og udadtil , en politik til fremme og opretholdelse af menneskerettighederne inden for EU selv .",,,,,
20248,,En sådan politik bør bestå af forskellige elementer .,,,,,
20249,,"For det første skal der være normative rammer , hvori det krystalklart står beskrevet , hvilke rettigheder EU vil sikre dets indbyggere .",,,,,
20250,,"Gennem udarbejdelsen af en sådan pagt er der nu gjort en begyndelse , men spørgsmålet om den juridiske status og den strategiske betydning af dette dokument kan vi ikke længere skubbe fra os eller overlade til lærde fagjurister .",,,,,
20251,,"Dette er et politisk spørgsmål , som kræver et hurtigt svar fra regeringskonferencen og fra Parlamentet .",,,,,
20252,,"For det andet skal der udvikles en skala af instrumenter , som muliggør en fleksibel respons og ikke bringer os i en situation , hvor vi må vælge mellem et skrapt middel og et slag i luften .",,,,,
20253,,"Jeg tænker i denne forbindelse på systematisk dokumentation og indhentning af information , professionelle former for observation , udvikling af oplysningskampagner , anvendelse af pengestrømme til støtte af demokratiske kræfter i det pågældende land , en mere kreativ anvendelse af det multilaterale diplomatis midler såsom organiseret dialog , informationsopgaver og lign .",,,,,
20254,,"For det tredje skal det inden for de forskellige EU-institutioner tydeligt fastsættes , hvor ansvaret for menneskerettighedspolitikken ligger inden for Den Europæiske Union , og hvilke opgaver og beføjelser dette medfører .",,,,,
20255,,"Kommissionen og Rådet skal , hvad dette angår , hver for sig se at få orden i sagerne .",,,,,
20256,,"For Parlamentets vedkommende er dette ikke længere nødvendigt i betragtning af , at vores forretningsorden fastsætter , at Udvalget om Borgernes Friheder og Rettigheder , Retsvæsen og Indre Anliggender har disse beføjelser .",,,,,
20257,,"Men så er det da mærkværdigt , at det beslutningsforslag , som skal afslutte denne forhandling om menneskerettighederne , er forberedt i Parlamentets udenrigssektor , og at det udvalg , som jeg netop nævnte , og som jeg selv er medlem af , ikke har spillet nogen rolle .",,,,,
20258,,"Hr. formand , Parlamentet er klippet i småstykker og opsplittet .",,,,,
20259,,"Af hensyn til vores troværdighed skal vi , når det drejer sig om menneskerettigheder , tale med én stemme og ikke lade , som om menneskerettigheder inden for EU er noget andet end menneskerettigheder andre steder i verden .",,,,,
20260,,"Jeg tror , at dette også vil være til gavn for vores troværdighed i FN ' s Menneskerettighedskommission .",,,,,
20261,,"Hr. formand , hvad skal der til for , at diskussionen om menneskerettighederne bliver noget andet end det , den er i dag , nemlig et ideologisk redskab til undertrykkelse og ikke til frihed ?",,,,,
20262,,"Først og fremmest må man gå tilbage til - ud over mennesket selv , der ikke er universets herre - kilden til enhver egentlig lovgivning og civilisationens grundlæggende værdier , for ellers vil det evindelige krav om rettigheder ende med tyranni og et blodigt tyranni .",,,,,
20263,,"Man må i overensstemmelse med den antikke og middelalderlige europæiske tradition gå tilbage til universets naturorden , det vil sige til skabelsen , og derudover selvfølgelig til skaberens planer .",,,,,
20264,,"Så vil vi blive klar over , at det kun er inden for en rigtig familie , at børns rettigheder overholdes , at det kun er inden for institutioner , som man har ødelagt for nyligt , at arbejdernes rettigheder respekteres , og at borgernes rettigheder kun respekteres inden for de suveræne stater .",,,,,
20265,,"For det andet er det nødvendigt , at menneskerettighedsdoktrinen holder op med at tjene som et redskab , som det er tilfældet i dag , som en ideologisk krigsmaskine i hænderne på en kaste , der tilraner sig retten til ensidigt at erklære , hvem der overholder menneskerettighederne , og hvem der falder uden for , hvilket gør det muligt for den at benægte enhver berettigelse og endog enhver frihed til dem , som denne ensrettede tankegang har udpeget som de politisk ukorrekte .",,,,,
20266,,"Ingen frihed for fjender af friheden , sagde ophavsmændene til rædselsregimet efter revolutionen for 200 år siden , der desværre blev oprindelsen til alle de moderne totalitære systemer .",,,,,
20267,,"Ingen menneskerettigheder til fjender af menneskerettighederne , siger de , der i dag lovpriser den nye verdensorden , og som regerer næsten enevældigt i finanskredse , de internationale institutioner , medie- og kulturverdenen , uddannelsesinstitutionerne , og jeg kunne blive ved .",,,,,
20268,,"Hvad er der f.eks. tilbage af østrigernes ret til frit at vælge deres skæbne , hvis dette valg bliver dikteret af folk , der bestemmer , hvad der er passende for dem , og hvis deres ledere , der er valgt efter en lovlig proces , bliver modtaget på en fornærmende måde , som de for nylig blev af Dem , hr. rådsformand .",,,,,
20269,,"Jeg ved ikke , om han er til stede og kan høre mig .",,,,,
20270,,"Hvilke menneskerettigheder har partiet Vlaamsblok tilbage , dette parti , der er et af de største i den flamske region , hvis det belgiske parlament i morgen vedtager det utrolige , uanstændige og skammelige lovforslag fra Vlaamsblok ' s største politiske konkurrent Volksunie , der simpelthen går ud på at opløse dets rival ?",,,,,
20271,,"Hvad er der tilbage af rettigheden til at foretage kritiske historiestudier , når forfatterne og ophavsmændene bliver forfulgt , som det f.eks. skete for nylig i min by Lyon for den unge historiker Jean Plantin , der under en retssag i appelretten blev udsat for absurde , arrogante og injurierende påstande fra anklageren Jean-Olivier Viout , der er et udtryk for en selvtilfreds , ensrettet tankegang og intellektuel konformisme ?",,,,,
20272,,"Man har en mærkelig opfattelse af menneskerettighederne , når man svigefuldt sammenligner den fredelige patriotisme med en krigerisk nationalisme , den lovlige protest mod indvandrerpolitikken med et overdrevent fremmedhad og det nødvendige forsvar af identiteter med racisme !",,,,,
20273,,"Hvilke menneskerettigheder har de millioner af franske vælgere , der stemmer på Front National , og som er frataget enhver politisk repræsentation og bliver hængt ud dagligt - f.eks. i mandags - på de statsejede tv-kanaler , som de er tvunget til at støtte gennem skatten , og når de - med gode grunde - forbitrede udtalelser fra en af vores kolleger , hr .",,,,,
20274,,"Le Pen , medfører uretfærdige fordømmelser , der er i strid med loven , domstolene , retfærdigheden og moralen , og når man i dag agter - i strid med de helt klare lovtekster - at fratage denne repræsentant for millioner af medborgere det mandat , han har i medfør af deres stemmer og ikke for magtens skyld .",,,,,
20275,,"Kort sagt vil jeg , kære kolleger , først tro på Deres taler om menneskerettighederne i Europa , når De giver Deres politiske modstandere de samme rettigheder , som De tildeler Dem selv .",,,,,
20276,,"Jeg vil først tro på Deres udtalelser om menneskerettigheder i Kina , når De udpeger den egentlige årsag til dette onde , det vil sige kommunismen .",,,,,
20277,,"Lyt til den store Solsjenitsyn i hans brev til amerikanerne , hvor han siger , at den vigtigste grund til de vestlige virksomheders svaghed er den overdrevne retslige beskytttelse af individet , en individualisme , der overhovedet ikke tillader personlig udfoldelse , og som baner vejen for det kommende diktatur - det værste af slagsen - nemlig et diktatur , hvor de undertrykte ikke engang er klar over deres trælbundethed .",,,,,
20278,,"Hr. formand , princippet med de fundamentale menneskerettigheder er uden tvivl en af de vigtigste politiske ting , vi har arvet fra det 20. århundrede .",,,,,
20279,,Holocaust var for 50 år siden anledningen til at fastlægge en række elementære rettigheder og friheder .,,,,,
20280,,Siden den kolde krigs ophør er overholdelse af menneskerettighederne også blevet en forudsætning for internationalt samarbejde .,,,,,
20281,,"Ledere , som krænker disse principper , konfronteres nu med international kritik og sanktioner , eller de stilles endog for en domstol , således som forhenværende diktatorer som Pinochet har kunnet opleve .",,,,,
20282,,Disse udviklinger er lovende .,,,,,
20283,,"Men de ændrer ikke det faktum , at situationen for menneskerettighederne i verden stadig er meget foruroligende .",,,,,
20284,,Frem for alt i krigssituationer skånes borgere i stadig mindre grad .,,,,,
20285,,Det virker modstridende .,,,,,
20286,,Aldrig før i historien har menneskerettighederne været så godt udviklede .,,,,,
20287,,Aldrig før har så mange internationale traktater været ratificeret af så mange lande .,,,,,
20288,,"Alligevel overtrædes i vid udstrækning de mest elementære adfærdsregler groft , og der er flere civile ofre end for et århundrede siden .",,,,,
20289,,Kvinder voldtages systematisk .,,,,,
20290,,Børn rekrutteres under tvang og sættes ind i kampe .,,,,,
20291,,"Udskejelser er ikke længere en undtagelse , men er desværre blevet en regel .",,,,,
20292,,Det gælder i dag for ikke mindre end 30 konflikter på verdensplan .,,,,,
20293,,"For sent , for selektiv og for opsplittet , således kunne man beskrive det internationale samfunds menneskerettighedspolitik .",,,,,
20294,,For sent .,,,,,
20295,,"Både i Rwanda og i Kosovo viste det sig , at FN til trods for de mange advarsler blev overrasket af begivenhederne som en magtesløs tilskuer til massakrerne , således som præsident Havel udtrykte det her i eftermiddag .",,,,,
20296,,Men selv 50 år senere lykkes det os ikke at forhindre folkedrab .,,,,,
20297,,Der må altså hurtigst muligt lægges meget større vægt på overvågning og konfliktforebyggelse .,,,,,
20298,,Kontrollen med våbenhandlen og en bedre kontrol af medierne er væsentlig her .,,,,,
20299,,Menneskerettighedspolitikken er også for selektiv .,,,,,
20300,,De månedlange NATO-bombardementer af Kosovo og mæglingsforsøgene i Mellemøsten er i skarp kontrast med den internationale ligegyldighed med hensyn til konflikterne i Afrika .,,,,,
20301,,"Jeg kan ikke frigøre mig for det indtryk , at når det drejer sig om menneskerettigheder , står Afrika til trods for al retorik ikke øverst på det portugisiske formandskabs dagsorden .",,,,,
20302,,"Det er noget , som jeg i høj grad beklager .",,,,,
20303,,"Ikke uden grund får afrikanere det indtryk , at de er mindreværdige verdensborgere .",,,,,
20304,,"Jeg vil gerne advare imod en svækkelse af normerne i bedømmelsen af menneskerettighedssituationerne i Afrika , idet man begynder at betragte krænkelser dér som noget uundgåeligt .",,,,,
20305,,Men menneskerettighedspolitikken er frem for alt for opsplittet .,,,,,
20306,,Det lykkes os ikke inden for de internationale fællesskaber og ikke engang inden for Europa at fastlægge en fælles strategi .,,,,,
20307,,Tag nu f.eks.,,,,,
20308,,Sudan .,,,,,
20309,,Det internationale samfund sender modstridende signaler til dette land .,,,,,
20310,,England genåbner sin ambassade i Khartoum .,,,,,
20311,,Canada indbyder sudanerne til fredssamtaler .,,,,,
20312,,"Europa sætter oprørerne i den sydlige del af landet under pres for at forhandle , og samtidig begynder amerikanerne at isolere regimet og støtte oprørerne militært .",,,,,
20313,,"Der er behov for større koordinering , for mere udveksling af information og en mere sammenhængende måde at gribe det an på , idet man skal undgå at byde over hinanden .",,,,,
20314,,Kun da kan vi konsekvent følge grundlæggerne af verdenserklæringen om menneskerettighederne .,,,,,
20315,,"Hr. formand , først vil jeg gerne sige , at hvis ord kunne løse problemerne , så kunne vi alle pakke sammen og tage hjem .",,,,,
20316,,"Men desværre , mens vi taler i tryghed her i Europa-Parlamentet , krænkes menneskerettighederne overalt i den frie verden .",,,,,
20317,,"Nogle gange er det sådan , at jo mere vi taler , desto mindre hører vi - forslag : ord ; konventioner : ord ; traktater : ord - hvis ikke vi passer på , bliver ordene en erstatning for handling .",,,,,
20318,,"Ord i omfattende og befriende dokumenter bliver til traktater og konventioner , der ofte stilles til skue som et bevis på et lands respekt for og overholdelse af menneskerettighederne .",,,,,
20319,,"Men talte , skrevne eller underskrevne ord er ikke nok i sig selv .",,,,,
20320,,"Se , hvem der har skrevet under på konventionerne om menneskerettigheder og minoriteter , og sammenlign så med behandlingen af sådanne minoriteter , grupper og individer - listen er skammelig og skæmmende .",,,,,
